user_id,prob,sex,age,city_tier,channel,device,reg_date,n_ord_feat,gmv_feat,last_pay_gap
8737,0.7159968240103681,男,33,2,信息流广告,Android,2025-08-17,1,28.0,22
5625,0.7154497314279686,女,38,2,信息流广告,Android,2025-04-03,1,55.0,2
7041,0.715123920431668,女,24,1,信息流广告,iOS,2025-06-22,1,81.0,33
2064,0.7147168598613551,女,45,2,信息流广告,Android,2025-07-25,1,80.0,31
1459,0.7136662494995842,男,60,3,自然搜索,PC/其他,2025-07-13,1,57.0,28
6464,0.7125061500583856,男,44,4,信息流广告,iOS,2025-06-27,1,89.0,14
5731,0.7123375339639343,女,33,1,社交媒体,iOS,2025-06-20,1,56.0,52
2071,0.7119497692559656,女,31,2,自然搜索,iOS,2025-06-21,1,96.0,22
5564,0.7106953720249409,男,33,3,短信/邮件营销,Android,2025-07-04,1,156.0,34
7675,0.7105676775440726,女,53,3,信息流广告,iOS,2025-03-16,1,89.0,8
693,0.7102619385514777,女,33,4,信息流广告,Android,2025-05-30,1,31.0,15
5416,0.7096068199763061,男,29,1,直接访问,iOS,2025-05-24,1,90.0,15
7912,0.709520683706392,男,19,4,信息流广告,Android,2025-04-06,1,72.0,23
8097,0.7094554427398905,女,36,4,短信/邮件营销,iOS,2025-05-08,1,91.0,13
3406,0.7093040257466265,女,44,1,短信/邮件营销,Android,2025-07-12,1,76.0,20
6688,0.7091257056353727,女,22,4,信息流广告,iOS,2025-06-27,1,240.0,18
9604,0.7090306365116927,男,37,3,短信/邮件营销,Android,2025-04-27,1,60.0,23
8326,0.7089690276485103,女,21,3,信息流广告,Android,2025-06-11,1,106.0,49
1262,0.7086982428066173,女,54,2,信息流广告,Android,2025-06-11,1,137.0,23
7237,0.7086633170167141,男,55,3,信息流广告,Android,2025-08-02,1,72.0,27
1705,0.7086222567197155,男,43,2,信息流广告,Android,2025-06-14,1,102.0,38
8743,0.7084405602083895,男,32,4,信息流广告,Android,2025-04-17,1,160.0,11
8255,0.7081609402589685,男,35,2,社交媒体,iOS,2025-06-19,1,80.0,47
2569,0.7074316786931331,男,32,3,社交媒体,PC/其他,2025-07-30,1,89.0,19
1251,0.7068490344754704,男,54,2,社交媒体,Android,2025-04-18,1,58.0,16
287,0.7054811550895917,男,37,2,信息流广告,Android,2025-06-14,1,60.0,54
8298,0.7054555113658616,女,31,4,信息流广告,iOS,2025-06-09,1,139.0,6
5483,0.7049550015675896,女,27,1,社交媒体,Android,2025-06-21,1,57.0,49
605,0.7042925992869984,女,18,2,信息流广告,Android,2025-06-14,1,80.0,54
3792,0.7036013650083263,男,24,3,信息流广告,iOS,2025-07-10,1,94.0,49
5505,0.7034090091540334,女,57,1,自然搜索,iOS,2025-06-09,1,173.0,18
4430,0.702916642792784,男,34,1,信息流广告,iOS,2025-06-27,1,755.0,5
7306,0.7026685064744211,女,31,1,自然搜索,PC/其他,2025-04-06,1,44.0,18
5751,0.7025133689290824,女,39,1,直接访问,Android,2025-04-05,1,171.0,3
7190,0.7018866905900109,女,40,2,短信/邮件营销,iOS,2025-07-16,1,28.0,30
6170,0.701826013463337,女,40,2,信息流广告,iOS,2025-08-04,1,186.0,16
4403,0.7014736849359181,女,30,3,信息流广告,Android,2025-07-02,1,178.0,8
1627,0.7010216103602229,男,28,1,社交媒体,Android,2025-07-27,1,58.0,26
4194,0.700611554679951,女,27,1,信息流广告,iOS,2025-08-10,1,106.0,23
8497,0.7000710811039006,男,60,1,短信/邮件营销,iOS,2025-06-27,1,57.0,24
9482,0.6996001413843611,女,22,4,自然搜索,iOS,2025-05-29,1,100.0,18
1529,0.6988017445790454,女,34,4,自然搜索,Android,2025-06-22,1,92.0,37
1968,0.698614963961165,女,27,3,短信/邮件营销,iOS,2025-05-27,1,77.0,29
249,0.6985078151551677,男,31,3,直接访问,iOS,2025-03-20,1,400.0,6
1916,0.6982954398000397,女,56,2,直接访问,iOS,2025-03-08,1,170.0,13
3074,0.6979046151890715,男,32,1,信息流广告,Android,2025-06-15,1,78.0,10
9187,0.6976485815481321,男,20,4,信息流广告,iOS,2025-03-28,1,58.0,20
3881,0.6975732610210145,男,36,3,社交媒体,iOS,2025-05-10,1,139.0,5
2145,0.697242940749275,女,31,2,信息流广告,iOS,2025-07-02,1,66.0,17
5970,0.6972421594755801,女,55,2,自然搜索,PC/其他,2025-07-04,1,175.0,16
4695,0.6971026487963533,女,41,1,短信/邮件营销,iOS,2025-06-21,1,106.0,44
344,0.6968642963926684,男,26,1,短信/邮件营销,iOS,2025-07-08,1,270.0,2
6519,0.696512537446266,女,30,1,社交媒体,Android,2025-08-16,1,62.0,12
5558,0.6960123670371003,男,38,4,直接访问,Android,2025-05-07,1,130.0,20
5242,0.6956842517172791,男,37,1,信息流广告,iOS,2025-08-05,1,78.0,32
1422,0.6955084924827944,男,31,2,社交媒体,iOS,2025-07-09,1,36.0,53
7552,0.6953846462280623,女,20,2,信息流广告,Android,2025-05-27,1,36.0,35
6844,0.6950427853939289,男,21,2,短信/邮件营销,iOS,2025-05-25,1,107.0,6
7801,0.6947483179170483,女,45,2,社交媒体,Android,2025-05-09,1,80.0,21
9982,0.694571020237252,女,28,4,自然搜索,iOS,2025-03-06,1,53.0,15
7695,0.6944812724512408,女,42,2,直接访问,iOS,2025-07-03,1,131.0,27
7021,0.694225977470819,男,42,3,社交媒体,iOS,2025-06-05,1,80.0,47
3319,0.6937231836380119,男,36,1,自然搜索,Android,2025-06-12,1,53.0,53
6407,0.6934985316494745,女,54,1,自然搜索,PC/其他,2025-06-19,1,101.0,27
7734,0.6932623353590938,女,23,3,自然搜索,iOS,2025-06-11,1,46.0,16
6555,0.6919097619178649,女,22,2,自然搜索,PC/其他,2025-08-18,1,36.0,9
8850,0.6915219936376562,女,33,2,短信/邮件营销,Android,2025-03-21,1,58.0,24
3625,0.691426234140529,男,42,4,社交媒体,iOS,2025-07-12,1,2715.0,2
4846,0.6913706489781744,女,35,1,社交媒体,Android,2025-05-16,1,135.0,19
270,0.6912218060941209,女,24,2,社交媒体,Android,2025-08-12,1,56.0,35
1651,0.6911010306560615,男,46,2,自然搜索,iOS,2025-03-06,1,58.0,5
679,0.6909160410072909,女,41,4,社交媒体,Android,2025-06-24,1,418.0,36
7796,0.6908635854367355,男,32,3,信息流广告,Android,2025-04-14,1,189.0,33
6223,0.6906952469309818,女,34,3,信息流广告,PC/其他,2025-05-15,1,214.0,30
606,0.6905585373091317,女,48,2,信息流广告,iOS,2025-06-04,1,203.0,28
9443,0.6905472701237311,男,36,2,信息流广告,Android,2025-05-14,1,139.0,3
8414,0.6905153502190364,男,47,1,自然搜索,Android,2025-06-21,1,28.0,27
4976,0.6903823427023076,女,41,4,信息流广告,Android,2025-05-11,1,106.0,32
9726,0.6902673737065522,女,25,1,信息流广告,Android,2025-03-09,1,108.0,24
9606,0.6901799954464907,女,18,2,信息流广告,Android,2025-06-12,1,214.0,9
3441,0.6901624933299197,男,39,4,直接访问,Android,2025-08-13,1,18.0,31
6425,0.6900787398330114,男,43,3,直接访问,iOS,2025-03-25,1,57.0,35
8698,0.6898495489604143,女,20,1,短信/邮件营销,iOS,2025-04-12,1,192.0,10
6722,0.6896900584743684,男,37,2,自然搜索,iOS,2025-07-17,1,100.0,32
921,0.6892068952401819,女,36,1,自然搜索,iOS,2025-07-17,1,72.0,21
8169,0.6891706234741067,男,59,3,自然搜索,Android,2025-06-08,1,48.0,55
5780,0.6891277517872563,女,44,1,信息流广告,iOS,2025-06-02,1,1046.0,5
9203,0.6889070610608313,男,34,1,自然搜索,PC/其他,2025-07-02,1,212.0,22
1295,0.6884532419089894,女,36,2,信息流广告,Android,2025-07-12,1,157.0,23
2675,0.6883629969326764,女,18,2,信息流广告,Android,2025-04-20,1,139.0,15
9715,0.6877040060055666,女,21,4,信息流广告,iOS,2025-05-02,1,46.0,18
7535,0.6868659317859799,男,48,2,社交媒体,Android,2025-07-07,1,216.0,21
8960,0.6866188475172516,男,57,1,信息流广告,iOS,2025-07-05,1,1440.0,13
5980,0.6862827870134932,男,28,2,信息流广告,iOS,2025-06-30,1,58.0,30
5976,0.6860016204931243,男,34,4,信息流广告,iOS,2025-08-10,1,92.0,19
2338,0.6859380238220014,女,32,1,信息流广告,Android,2025-03-24,1,122.0,1
7774,0.6857861275696456,女,57,3,信息流广告,iOS,2025-06-21,1,744.0,33
3281,0.6857346885328343,男,60,4,信息流广告,iOS,2025-05-03,1,178.0,2
5296,0.6851561542452886,男,36,4,社交媒体,Android,2025-05-25,1,485.0,22
1381,0.6846713946995115,女,25,1,信息流广告,Android,2025-03-27,1,88.0,24
4886,0.6843237532225356,女,21,1,短信/邮件营销,Android,2025-04-30,1,111.0,33
4840,0.6841046361660967,女,54,3,信息流广告,iOS,2025-05-20,1,219.0,1
6946,0.6839416758976963,男,27,1,短信/邮件营销,Android,2025-06-01,1,1320.0,11
4775,0.6829284668858846,男,38,2,信息流广告,Android,2025-06-29,1,136.0,54
8268,0.6821028726813482,女,32,4,自然搜索,Android,2025-03-05,1,203.0,19
55,0.6819358794688936,女,30,1,自然搜索,iOS,2025-07-04,1,142.0,28
6942,0.6817901489801039,女,32,1,自然搜索,iOS,2025-07-21,1,160.0,17
327,0.6816808695935761,男,38,2,直接访问,iOS,2025-07-01,1,197.0,33
2368,0.6815043779522629,男,24,3,社交媒体,Android,2025-07-07,1,101.0,25
8125,0.6813045916494131,男,26,3,短信/邮件营销,Android,2025-03-24,1,106.0,22
9537,0.6810857088124926,女,42,3,自然搜索,PC/其他,2025-07-24,1,135.0,9
543,0.6803726385338652,女,42,4,信息流广告,iOS,2025-07-22,1,696.0,23
9385,0.6803399814244923,男,30,2,信息流广告,Android,2025-06-17,1,693.0,33
2743,0.680293181115716,男,28,1,信息流广告,iOS,2025-05-02,1,274.0,11
3811,0.6802416384917249,男,60,1,短信/邮件营销,iOS,2025-03-04,1,160.0,4
4434,0.6802255342701244,男,38,1,社交媒体,iOS,2025-06-07,1,91.0,55
7311,0.6801768170993898,女,37,2,直接访问,Android,2025-06-29,1,103.0,37
4393,0.6794897080256042,男,40,1,信息流广告,Android,2025-04-06,1,186.0,12
6248,0.6791236212701931,女,42,3,社交媒体,iOS,2025-03-31,1,58.0,50
13,0.6782964038740894,男,25,4,直接访问,PC/其他,2025-06-19,1,80.0,52
3059,0.6782949069336587,男,34,1,信息流广告,Android,2025-03-13,1,268.0,16
9806,0.6782572883334816,女,26,3,短信/邮件营销,Android,2025-03-18,1,28.0,18
1889,0.6782264641671043,女,54,3,信息流广告,Android,2025-06-10,1,166.0,42
6484,0.6779584700311533,男,23,3,社交媒体,Android,2025-06-02,1,68.0,47
9654,0.6779299736408769,男,33,4,自然搜索,PC/其他,2025-05-31,1,208.0,4
9342,0.6779204081805843,女,31,4,社交媒体,iOS,2025-06-30,1,136.0,48
7767,0.6771938159926988,女,28,1,自然搜索,iOS,2025-07-27,1,59.0,25
9477,0.6770516523333886,男,38,2,信息流广告,PC/其他,2025-07-25,1,87.0,12
4343,0.6769840513858371,男,32,4,自然搜索,Android,2025-05-19,1,174.0,23
2948,0.6764802932721359,女,34,3,短信/邮件营销,Android,2025-06-16,1,135.0,25
5127,0.676458856810343,男,39,1,短信/邮件营销,iOS,2025-03-26,1,120.0,10
6788,0.6764488080364033,女,29,2,直接访问,Android,2025-07-09,1,75.0,34
3639,0.6762632564952311,男,37,4,信息流广告,Android,2025-03-15,1,80.0,25
2519,0.6761205313124782,女,47,3,自然搜索,iOS,2025-03-23,1,151.0,23
8013,0.6760363287988959,女,26,1,信息流广告,Android,2025-03-06,1,332.0,18
124,0.6757763173205579,男,35,1,直接访问,iOS,2025-05-28,1,50.0,10
9349,0.6756818355129635,女,40,1,直接访问,Android,2025-08-04,1,155.0,20
745,0.6755697551744927,男,44,2,信息流广告,iOS,2025-06-27,1,18.0,33
2218,0.6749437538123275,女,31,1,信息流广告,Android,2025-05-16,1,106.0,17
6550,0.6748330415626816,男,29,4,信息流广告,Android,2025-06-17,1,2582.0,31
6224,0.6747207748336563,男,39,2,短信/邮件营销,iOS,2025-06-08,1,188.0,37
486,0.6745586127081141,男,49,2,信息流广告,Android,2025-06-30,1,155.0,40
3860,0.6743362043489272,男,23,3,自然搜索,iOS,2025-06-26,1,654.0,13
1173,0.6741657766240996,女,32,4,自然搜索,Android,2025-04-24,1,2582.0,3
1028,0.6740139843700359,女,20,3,信息流广告,iOS,2025-06-15,1,275.0,54
1702,0.6739156398680035,女,44,4,社交媒体,Android,2025-03-01,1,398.0,18
5115,0.6734994977322734,男,19,4,短信/邮件营销,Android,2025-03-24,1,36.0,37
2913,0.6734238322284672,男,58,4,自然搜索,Android,2025-07-19,1,80.0,14
5006,0.673279996426612,女,36,3,自然搜索,iOS,2025-07-03,1,106.0,51
9918,0.6731525182248654,女,33,2,信息流广告,iOS,2025-06-08,1,191.0,36
3447,0.6728569631864301,女,37,3,信息流广告,Android,2025-06-16,1,90.0,45
2892,0.672762878465507,女,31,2,社交媒体,PC/其他,2025-07-31,1,212.0,26
6974,0.6724439313237381,女,22,1,自然搜索,iOS,2025-04-27,1,80.0,8
5185,0.6721141759042993,女,35,4,自然搜索,Android,2025-04-07,1,22.0,30
8939,0.6719972436511779,男,39,2,信息流广告,iOS,2025-04-26,1,171.0,23
9106,0.6719949364513792,男,22,3,自然搜索,iOS,2025-07-18,1,192.0,14
6978,0.6718500178252964,女,26,1,信息流广告,iOS,2025-05-21,1,256.0,22
9067,0.6717377832147201,女,22,3,信息流广告,iOS,2025-08-14,1,214.0,34
3301,0.6715818855697416,女,18,2,短信/邮件营销,Android,2025-03-29,1,518.0,6
5789,0.671411532478423,女,30,4,短信/邮件营销,Android,2025-04-13,1,1046.0,31
619,0.6710411641811926,男,34,2,社交媒体,Android,2025-06-09,1,178.0,41
7511,0.6709892965488767,男,49,1,直接访问,Android,2025-03-27,1,60.0,52
1839,0.6709762262504398,男,29,2,短信/邮件营销,Android,2025-06-27,1,186.0,41
7602,0.6709667110873171,女,27,3,直接访问,Android,2025-03-21,1,92.0,43
2163,0.6709530724758962,男,34,2,社交媒体,iOS,2025-07-10,1,102.0,9
2951,0.6709370072389267,男,26,2,信息流广告,Android,2025-04-15,1,1440.0,3
3111,0.6707210900422835,女,24,4,社交媒体,Android,2025-05-31,1,58.0,27
1929,0.6703559287878262,女,28,2,信息流广告,Android,2025-07-12,1,76.0,40
6758,0.6698511012212102,女,30,2,信息流广告,Android,2025-08-14,1,36.0,47
7900,0.6697659436136505,男,29,1,信息流广告,Android,2025-05-21,1,59.0,47
4135,0.6696944875194124,男,47,1,直接访问,Android,2025-07-21,1,142.0,41
1052,0.6695342840777683,男,34,3,短信/邮件营销,Android,2025-03-16,1,61.0,23
6256,0.6693125851034751,女,50,1,社交媒体,iOS,2025-07-09,1,108.0,36
109,0.6692465943329023,男,20,1,社交媒体,Android,2025-03-09,1,174.0,19
3443,0.6689207505746095,男,36,2,自然搜索,Android,2025-04-27,1,684.0,12
4199,0.6688206854507754,男,21,1,短信/邮件营销,Android,2025-06-05,1,69.0,49
7125,0.6687744043711382,男,42,1,信息流广告,Android,2025-07-29,1,186.0,34
2713,0.6687664186387872,女,42,2,信息流广告,Android,2025-06-30,1,81.0,44
9113,0.6686162430950104,女,19,2,社交媒体,Android,2025-05-12,1,60.0,6
915,0.6683168859005407,女,53,2,直接访问,iOS,2025-05-22,1,76.0,27
9728,0.6682368213433263,男,33,3,短信/邮件营销,iOS,2025-05-05,1,139.0,49
9436,0.6681004987842118,男,22,2,直接访问,Android,2025-03-15,1,92.0,19
8088,0.6679500503008593,女,61,3,社交媒体,Android,2025-04-25,1,138.0,28
293,0.6673187060974768,男,23,2,社交媒体,PC/其他,2025-04-10,1,76.0,43
4671,0.6672504286550432,男,44,3,信息流广告,Android,2025-05-08,1,107.0,40
6784,0.6668883337993128,女,19,2,信息流广告,Android,2025-06-04,1,82.0,54
1195,0.6667762583585986,女,33,3,信息流广告,Android,2025-07-09,1,363.0,21
8118,0.6667105969816767,女,48,3,短信/邮件营销,iOS,2025-05-29,1,219.0,26
7635,0.6665191572175638,女,18,2,直接访问,Android,2025-06-22,1,79.0,54
5370,0.6664706509370911,女,38,3,自然搜索,iOS,2025-07-17,1,518.0,31
3405,0.6663160379010391,女,29,2,直接访问,Android,2025-08-01,1,208.0,33
5339,0.6660627746576915,男,51,1,短信/邮件营销,PC/其他,2025-06-22,1,219.0,32
6255,0.6659851124450964,女,29,2,信息流广告,iOS,2025-05-18,1,268.0,6
2387,0.6658047652835819,女,33,1,自然搜索,PC/其他,2025-07-02,1,178.0,41
2362,0.6656978773978554,女,51,2,直接访问,Android,2025-06-15,1,189.0,30
8019,0.6654250891348614,男,41,4,社交媒体,Android,2025-04-22,1,90.0,40
155,0.6650893236332627,男,49,1,短信/邮件营销,Android,2025-06-22,1,200.0,19
394,0.6650712521912573,女,34,2,短信/邮件营销,iOS,2025-04-28,1,101.0,20
6124,0.6649428212097389,男,39,1,短信/邮件营销,iOS,2025-06-13,1,75.0,53
3346,0.6647813205629503,男,19,1,社交媒体,Android,2025-05-05,1,22.0,44
2058,0.6647443392081006,男,44,1,自然搜索,Android,2025-03-04,1,408.0,14
3873,0.6646603500969848,女,52,3,直接访问,iOS,2025-04-22,1,77.0,18
4642,0.6645083898519544,男,22,2,信息流广告,iOS,2025-03-12,1,157.0,29
7145,0.6640322469984566,男,43,1,自然搜索,iOS,2025-07-29,1,36.0,5
8840,0.6639904589817496,女,35,2,自然搜索,Android,2025-03-23,1,58.0,37
4919,0.6636807718893842,女,19,2,短信/邮件营销,iOS,2025-03-27,1,96.0,21
3232,0.6636152547236756,女,33,1,直接访问,Android,2025-05-14,1,80.0,28
6959,0.6635840715089952,女,37,2,短信/邮件营销,iOS,2025-05-20,1,106.0,41
4294,0.663510658703431,男,27,3,社交媒体,iOS,2025-03-02,1,58.0,9
6791,0.6633948684118729,女,31,1,信息流广告,Android,2025-05-10,1,183.0,27
64,0.663327511389151,女,42,2,短信/邮件营销,Android,2025-08-06,1,78.0,40
9056,0.6632672288269861,女,38,2,社交媒体,Android,2025-05-09,1,58.0,47
4303,0.6631711776781196,男,24,2,信息流广告,iOS,2025-06-06,1,86.0,55
9083,0.6629309713527017,女,59,2,信息流广告,Android,2025-05-14,1,92.0,20
1922,0.662708437757253,女,45,4,社交媒体,Android,2025-06-24,1,174.0,42
1555,0.6626899274115208,女,22,3,自然搜索,iOS,2025-06-21,1,106.0,29
6460,0.6623647100688107,男,18,1,信息流广告,iOS,2025-04-28,1,178.0,33
6911,0.6622134482816682,男,41,2,直接访问,iOS,2025-04-13,1,139.0,1
9365,0.662179158012114,女,30,2,社交媒体,Android,2025-04-13,1,208.0,27
7086,0.6620917612239572,女,37,3,自然搜索,iOS,2025-06-20,1,138.0,52
7832,0.6616971814040653,女,38,1,自然搜索,Android,2025-04-16,1,44.0,35
1170,0.6610945777710221,男,42,4,信息流广告,Android,2025-03-15,1,80.0,51
1177,0.6608748327224425,女,24,3,社交媒体,iOS,2025-06-12,1,71.0,16
8713,0.6608603294463287,女,58,3,直接访问,Android,2025-04-21,1,116.0,1
2645,0.6608003934488096,女,23,1,信息流广告,iOS,2025-08-17,1,135.0,17
8583,0.6607023456808752,男,30,3,短信/邮件营销,Android,2025-05-31,1,428.0,50
5836,0.6605621015543787,男,26,3,短信/邮件营销,iOS,2025-07-11,1,27.0,55
821,0.6604820206600679,男,26,2,自然搜索,Android,2025-07-21,1,417.0,5
9246,0.6604469815601894,女,40,2,自然搜索,iOS,2025-06-10,1,106.0,5
4676,0.6601133494077547,男,25,2,信息流广告,iOS,2025-07-10,1,116.0,38
741,0.6598236331581853,女,42,4,信息流广告,Android,2025-08-17,1,136.0,36
4180,0.659546068475111,男,26,2,信息流广告,Android,2025-08-08,1,122.0,53
3851,0.6595448292789108,女,18,1,自然搜索,Android,2025-07-21,1,106.0,33
6359,0.6594688110653456,女,50,4,社交媒体,Android,2025-05-30,1,28.0,53
7910,0.6594657170342683,男,36,3,直接访问,Android,2025-06-11,1,60.0,50
2566,0.6594036966732278,男,37,1,信息流广告,iOS,2025-07-15,1,434.0,53
1032,0.6593635690784425,男,26,1,社交媒体,Android,2025-05-02,1,36.0,17
9902,0.6593304720580552,男,34,2,自然搜索,iOS,2025-06-15,1,36.0,37
2650,0.6590672186859423,女,24,4,自然搜索,PC/其他,2025-04-19,1,60.0,27
6493,0.6590661774872356,女,43,2,自然搜索,iOS,2025-07-23,1,184.0,12
1264,0.6587341434607104,女,26,1,短信/邮件营销,iOS,2025-07-26,1,184.0,38
9350,0.6586192502474526,女,44,1,信息流广告,PC/其他,2025-06-28,1,274.0,36
7159,0.6582867258155233,女,20,3,自然搜索,iOS,2025-07-09,1,101.0,30
70,0.6581497620953424,女,37,1,短信/邮件营销,iOS,2025-06-12,1,430.0,6
2740,0.6581262186159265,女,28,2,短信/邮件营销,iOS,2025-06-18,1,276.0,38
6339,0.6574416358618871,女,24,3,短信/邮件营销,iOS,2025-04-16,1,63.0,43
4585,0.6573231397602873,男,29,3,信息流广告,iOS,2025-07-31,1,153.0,55
7242,0.6572381445390357,男,24,2,自然搜索,iOS,2025-04-15,1,107.0,21
451,0.6570386092668069,男,38,3,信息流广告,Android,2025-05-25,1,58.0,3
8999,0.6569230199391751,男,41,2,直接访问,PC/其他,2025-08-16,1,107.0,36
7502,0.6565726847940603,男,59,4,自然搜索,iOS,2025-06-12,1,36.0,50
3806,0.6564859945853382,男,20,3,短信/邮件营销,Android,2025-07-26,1,92.0,55
3072,0.6564739358362452,男,29,2,信息流广告,Android,2025-06-06,1,189.0,49
5330,0.6564364113323752,女,29,2,直接访问,Android,2025-06-20,1,152.0,28
7594,0.6560298608760577,男,34,4,自然搜索,iOS,2025-04-21,1,26.0,22
2886,0.6558771683821689,男,33,2,自然搜索,Android,2025-03-15,1,92.0,37
9235,0.6557934676073546,女,28,3,自然搜索,iOS,2025-03-15,1,51.0,22
1857,0.6554086828997392,女,37,4,短信/邮件营销,iOS,2025-06-19,1,648.0,36
9259,0.655405133796656,男,25,2,信息流广告,iOS,2025-07-07,1,422.0,50
5841,0.6553027483931544,男,54,3,社交媒体,Android,2025-04-21,1,274.0,7
2425,0.6550258273926501,男,46,3,直接访问,Android,2025-07-20,1,189.0,50
3822,0.6543410106366898,男,30,1,短信/邮件营销,iOS,2025-04-28,1,46.0,18
9206,0.6541410237590042,男,43,4,信息流广告,iOS,2025-08-10,1,139.0,39
9670,0.6530924163386986,女,26,2,自然搜索,iOS,2025-07-22,1,80.0,5
873,0.6530775522497432,女,32,1,自然搜索,Android,2025-06-05,1,161.0,14
2280,0.6530408081448182,男,37,2,信息流广告,iOS,2025-07-12,1,76.0,26
5714,0.6528752569346591,男,60,4,直接访问,iOS,2025-07-14,1,67.0,46
