user_id,experiment_group,channel,sex,age,city_tier,reg_date,win_orders,win_gmv,coupon_cost
221,B,自然搜索,男,23,2,2025-06-09,0,0.00,0.00
222,A,信息流广告,女,23,4,2025-06-22,0,0.00,0.00
223,B,短信/邮件营销,女,38,2,2025-06-16,1,346.00,0.00
224,A,信息流广告,男,60,4,2025-07-16,0,0.00,0.00
225,A,短信/邮件营销,女,21,2,2025-06-12,0,0.00,0.00
232,A,社交媒体,男,27,3,2025-07-23,0,0.00,0.00
233,B,信息流广告,男,29,2,2025-06-14,0,0.00,0.00
234,B,短信/邮件营销,男,59,2,2025-07-04,0,0.00,0.00
235,A,信息流广告,女,42,1,2025-07-09,0,0.00,0.00
240,A,信息流广告,男,20,2,2025-06-13,0,0.00,0.00
242,A,自然搜索,女,36,4,2025-07-18,1,81.00,0.00
245,A,信息流广告,男,41,2,2025-06-23,0,0.00,0.00
247,A,社交媒体,女,44,3,2025-06-03,0,0.00,0.00
250,A,社交媒体,男,29,3,2025-06-22,0,0.00,0.00
252,A,短信/邮件营销,女,27,4,2025-06-18,1,22.00,0.00
253,A,自然搜索,女,37,1,2025-07-16,0,0.00,0.00
258,A,信息流广告,女,58,2,2025-06-27,0,0.00,0.00
260,B,自然搜索,女,30,1,2025-07-15,0,0.00,0.00
261,B,信息流广告,男,37,2,2025-06-29,0,0.00,0.00
262,B,社交媒体,男,36,2,2025-07-07,0,0.00,0.00
263,B,自然搜索,男,22,2,2025-07-09,0,0.00,0.00
267,B,信息流广告,男,34,3,2025-06-17,0,0.00,0.00
269,A,信息流广告,男,42,3,2025-06-10,0,0.00,0.00
271,B,自然搜索,男,19,2,2025-07-05,0,0.00,0.00
274,A,社交媒体,女,47,1,2025-07-27,0,0.00,0.00
275,B,信息流广告,女,31,3,2025-06-25,0,0.00,0.00
276,B,信息流广告,男,38,2,2025-07-22,0,0.00,0.00
279,B,信息流广告,女,24,2,2025-07-20,0,0.00,0.00
280,A,自然搜索,女,53,1,2025-06-12,0,0.00,0.00
284,A,自然搜索,男,18,1,2025-07-31,0,0.00,0.00
286,B,信息流广告,男,22,3,2025-06-14,0,0.00,0.00
287,B,信息流广告,男,37,2,2025-06-14,0,0.00,0.00
290,A,社交媒体,女,38,1,2025-07-07,0,0.00,0.00
292,A,短信/邮件营销,男,30,4,2025-06-12,0,0.00,0.00
295,A,信息流广告,女,54,3,2025-07-13,0,0.00,0.00
298,B,直接访问,男,42,2,2025-06-11,0,0.00,0.00
303,A,信息流广告,女,40,3,2025-06-05,0,0.00,0.00
307,B,自然搜索,男,29,1,2025-07-25,0,0.00,0.00
309,B,信息流广告,女,41,2,2025-06-03,0,0.00,0.00
313,A,短信/邮件营销,男,18,4,2025-06-07,0,0.00,0.00
314,B,自然搜索,女,41,2,2025-07-10,0,0.00,0.00
315,A,短信/邮件营销,女,30,3,2025-07-31,0,0.00,0.00
321,B,信息流广告,女,28,4,2025-07-03,0,0.00,0.00
322,B,社交媒体,女,44,3,2025-07-26,0,0.00,0.00
323,A,信息流广告,男,21,1,2025-07-11,0,0.00,0.00
326,A,自然搜索,男,28,1,2025-07-12,0,0.00,0.00
327,A,直接访问,男,38,2,2025-07-01,0,0.00,0.00
328,A,信息流广告,男,41,2,2025-06-26,0,0.00,0.00
337,B,自然搜索,女,51,1,2025-07-20,0,0.00,0.00
339,A,短信/邮件营销,女,31,2,2025-06-29,0,0.00,0.00
343,B,自然搜索,女,36,1,2025-07-08,0,0.00,0.00
344,A,短信/邮件营销,男,26,1,2025-07-08,0,0.00,0.00
347,B,信息流广告,男,25,1,2025-07-09,1,51.00,0.00
348,A,社交媒体,男,61,2,2025-06-11,0,0.00,0.00
352,B,社交媒体,女,26,4,2025-06-25,0,0.00,0.00
356,B,自然搜索,男,36,1,2025-07-01,0,0.00,0.00
357,A,信息流广告,男,37,2,2025-07-19,0,0.00,0.00
358,A,信息流广告,女,29,2,2025-07-25,0,0.00,0.00
363,A,社交媒体,男,36,4,2025-06-26,0,0.00,0.00
367,A,信息流广告,女,33,3,2025-07-09,0,0.00,0.00
373,A,信息流广告,男,23,1,2025-06-12,0,0.00,0.00
376,A,信息流广告,女,39,2,2025-06-21,0,0.00,0.00
377,A,信息流广告,女,60,3,2025-07-13,0,0.00,0.00
378,A,自然搜索,女,45,1,2025-06-26,0,0.00,0.00
383,B,短信/邮件营销,女,33,4,2025-06-05,0,0.00,0.00
388,A,自然搜索,女,36,2,2025-07-20,1,219.00,0.00
389,B,直接访问,男,26,2,2025-06-17,0,0.00,0.00
396,B,直接访问,男,18,3,2025-07-16,0,0.00,0.00
405,B,直接访问,男,22,1,2025-06-27,0,0.00,0.00
406,B,自然搜索,女,31,3,2025-07-06,0,0.00,0.00
408,A,短信/邮件营销,女,32,2,2025-06-30,0,0.00,0.00
410,B,自然搜索,女,19,2,2025-06-22,0,0.00,0.00
416,B,直接访问,女,40,1,2025-06-09,0,0.00,0.00
418,A,短信/邮件营销,女,27,2,2025-06-15,0,0.00,0.00
420,A,直接访问,男,21,1,2025-06-30,0,0.00,0.00
426,A,信息流广告,男,31,3,2025-07-06,0,0.00,0.00
427,B,自然搜索,女,27,2,2025-07-17,0,0.00,0.00
433,A,信息流广告,男,21,1,2025-07-25,0,0.00,0.00
435,A,社交媒体,男,32,3,2025-06-14,0,0.00,0.00
443,A,社交媒体,女,60,4,2025-06-26,0,0.00,0.00
447,B,自然搜索,女,24,2,2025-06-23,0,0.00,0.00
452,A,自然搜索,女,43,3,2025-06-24,0,0.00,0.00
453,B,自然搜索,女,39,3,2025-06-04,1,303.00,0.00
461,A,信息流广告,女,24,2,2025-06-26,0,0.00,0.00
464,A,信息流广告,男,21,3,2025-07-24,0,0.00,0.00
465,B,社交媒体,女,27,1,2025-07-29,1,70.03,9.97
467,A,社交媒体,男,40,2,2025-07-29,0,0.00,0.00
469,A,信息流广告,女,23,2,2025-06-16,0,0.00,0.00
472,A,自然搜索,男,42,2,2025-07-16,0,0.00,0.00
474,A,自然搜索,女,59,3,2025-07-27,0,0.00,0.00
482,B,信息流广告,男,41,2,2025-06-13,0,0.00,0.00
483,B,信息流广告,女,30,2,2025-07-06,0,0.00,0.00
486,B,信息流广告,男,49,2,2025-06-30,0,0.00,0.00
489,A,信息流广告,女,33,2,2025-06-12,0,0.00,0.00
490,A,自然搜索,男,28,4,2025-06-06,0,0.00,0.00
491,B,自然搜索,男,20,3,2025-07-07,0,0.00,0.00
494,A,社交媒体,男,50,4,2025-06-27,0,0.00,0.00
496,A,短信/邮件营销,男,34,1,2025-06-17,1,107.00,0.00
500,B,社交媒体,女,30,2,2025-07-20,0,0.00,0.00
504,B,社交媒体,女,30,2,2025-06-05,1,106.00,0.00
508,B,信息流广告,男,27,2,2025-06-30,0,0.00,0.00
509,B,短信/邮件营销,男,29,1,2025-07-31,0,0.00,0.00
512,A,社交媒体,男,18,2,2025-07-31,0,0.00,0.00
513,B,社交媒体,男,44,2,2025-07-24,0,0.00,0.00
516,A,自然搜索,女,18,4,2025-06-10,0,0.00,0.00
517,B,信息流广告,女,20,1,2025-06-07,0,0.00,0.00
526,B,社交媒体,女,35,1,2025-07-17,0,0.00,0.00
528,A,自然搜索,女,33,4,2025-07-01,0,0.00,0.00
529,B,短信/邮件营销,男,41,2,2025-06-17,0,0.00,0.00
531,B,直接访问,女,27,4,2025-06-16,0,0.00,0.00
532,A,信息流广告,女,58,2,2025-06-13,1,214.00,0.00
535,B,自然搜索,男,43,2,2025-06-03,0,0.00,0.00
537,A,直接访问,男,58,3,2025-07-24,0,0.00,0.00
541,A,自然搜索,男,44,1,2025-06-22,1,57.00,0.00
543,A,信息流广告,女,42,4,2025-07-22,0,0.00,0.00
547,A,信息流广告,女,24,2,2025-07-06,0,0.00,0.00
549,A,短信/邮件营销,女,20,2,2025-07-11,0,0.00,0.00
553,A,信息流广告,男,28,3,2025-06-21,0,0.00,0.00
556,A,社交媒体,男,19,4,2025-07-28,0,0.00,0.00
557,B,社交媒体,女,40,2,2025-07-31,0,0.00,0.00
560,A,短信/邮件营销,女,18,4,2025-07-10,0,0.00,0.00
563,A,短信/邮件营销,女,20,2,2025-06-21,0,0.00,0.00
565,A,自然搜索,男,30,1,2025-06-08,0,0.00,0.00
566,B,社交媒体,女,31,2,2025-06-30,0,0.00,0.00
571,B,信息流广告,男,47,3,2025-06-30,0,0.00,0.00
574,A,社交媒体,女,33,2,2025-06-02,0,0.00,0.00
577,A,自然搜索,男,27,2,2025-06-04,0,0.00,0.00
579,B,信息流广告,女,21,2,2025-07-14,0,0.00,0.00
581,B,社交媒体,女,34,2,2025-07-29,0,0.00,0.00
582,A,自然搜索,女,29,2,2025-06-12,0,0.00,0.00
588,B,社交媒体,女,27,2,2025-06-12,0,0.00,0.00
589,A,信息流广告,女,61,2,2025-06-11,0,0.00,0.00
594,B,短信/邮件营销,男,25,3,2025-07-15,0,0.00,0.00
602,A,社交媒体,男,39,1,2025-06-10,0,0.00,0.00
605,A,信息流广告,女,18,2,2025-06-14,0,0.00,0.00
606,A,信息流广告,女,48,2,2025-06-04,0,0.00,0.00
608,B,自然搜索,女,34,2,2025-07-19,0,0.00,0.00
610,B,信息流广告,女,42,4,2025-06-25,0,0.00,0.00
616,B,信息流广告,男,41,2,2025-06-12,0,0.00,0.00
619,B,社交媒体,男,34,2,2025-06-09,0,0.00,0.00
620,B,直接访问,女,33,1,2025-06-19,0,0.00,0.00
622,B,短信/邮件营销,女,41,3,2025-07-07,0,0.00,0.00
623,A,短信/邮件营销,男,50,2,2025-06-09,1,108.00,0.00
627,B,信息流广告,女,27,2,2025-07-28,0,0.00,0.00
628,B,短信/邮件营销,女,31,2,2025-06-18,0,0.00,0.00
630,A,直接访问,女,58,3,2025-06-27,0,0.00,0.00
635,A,信息流广告,女,26,2,2025-07-18,0,0.00,0.00
642,B,自然搜索,女,26,4,2025-07-07,0,0.00,0.00
645,B,社交媒体,男,38,2,2025-06-07,1,77.33,8.67
646,A,社交媒体,男,41,2,2025-07-26,0,0.00,0.00
647,A,信息流广告,男,23,1,2025-06-22,0,0.00,0.00
648,B,自然搜索,女,28,3,2025-06-04,0,0.00,0.00
653,B,直接访问,女,28,3,2025-06-24,0,0.00,0.00
654,A,信息流广告,男,27,3,2025-06-03,0,0.00,0.00
657,B,自然搜索,男,57,1,2025-07-07,0,0.00,0.00
663,B,自然搜索,女,22,4,2025-06-07,0,0.00,0.00
664,A,自然搜索,男,40,1,2025-06-21,0,0.00,0.00
666,B,自然搜索,男,22,3,2025-07-27,0,0.00,0.00
674,A,短信/邮件营销,男,44,4,2025-07-03,0,0.00,0.00
675,A,自然搜索,男,29,2,2025-06-26,0,0.00,0.00
678,B,社交媒体,女,39,3,2025-06-05,0,0.00,0.00
679,A,社交媒体,女,41,4,2025-06-24,0,0.00,0.00
681,A,信息流广告,男,40,4,2025-07-17,0,0.00,0.00
682,A,信息流广告,女,34,4,2025-06-25,0,0.00,0.00
686,A,信息流广告,男,38,1,2025-06-06,0,0.00,0.00
688,A,社交媒体,女,23,2,2025-06-19,1,215.00,0.00
689,A,自然搜索,女,30,3,2025-07-31,0,0.00,0.00
695,A,直接访问,女,21,2,2025-06-05,0,0.00,0.00
697,A,直接访问,女,33,3,2025-07-30,0,0.00,0.00
704,B,社交媒体,女,27,1,2025-07-25,0,0.00,0.00
706,B,短信/邮件营销,男,39,4,2025-07-23,0,0.00,0.00
708,B,信息流广告,女,31,1,2025-06-06,0,0.00,0.00
709,A,信息流广告,男,59,1,2025-06-21,0,0.00,0.00
716,A,自然搜索,女,59,1,2025-07-29,0,0.00,0.00
723,B,信息流广告,女,39,3,2025-06-12,0,0.00,0.00
727,B,直接访问,女,36,2,2025-07-08,1,107.67,14.33
730,A,信息流广告,女,42,3,2025-06-25,0,0.00,0.00
732,A,社交媒体,女,31,2,2025-07-06,0,0.00,0.00
733,B,直接访问,女,41,1,2025-06-16,0,0.00,0.00
739,B,自然搜索,男,43,1,2025-07-21,0,0.00,0.00
742,A,自然搜索,女,30,2,2025-06-30,0,0.00,0.00
743,A,自然搜索,男,38,1,2025-06-09,0,0.00,0.00
745,B,信息流广告,男,44,2,2025-06-27,0,0.00,0.00
748,A,社交媒体,男,33,2,2025-06-28,0,0.00,0.00
749,A,短信/邮件营销,男,23,1,2025-06-22,0,0.00,0.00
755,A,自然搜索,女,34,4,2025-06-07,0,0.00,0.00
756,A,短信/邮件营销,女,35,1,2025-06-30,1,47.00,0.00
759,B,自然搜索,男,33,3,2025-06-28,0,0.00,0.00
761,A,短信/邮件营销,女,36,4,2025-07-31,0,0.00,0.00
767,B,自然搜索,男,44,3,2025-07-31,0,0.00,0.00
768,A,信息流广告,男,48,3,2025-06-26,0,0.00,0.00
770,B,社交媒体,男,52,3,2025-07-18,0,0.00,0.00
772,A,自然搜索,男,20,2,2025-06-06,0,0.00,0.00
774,B,直接访问,男,29,2,2025-07-31,0,0.00,0.00
779,A,直接访问,男,48,3,2025-06-02,0,0.00,0.00
780,A,短信/邮件营销,男,44,1,2025-06-30,0,0.00,0.00
782,B,自然搜索,男,51,1,2025-07-18,0,0.00,0.00
787,B,信息流广告,女,31,1,2025-07-24,0,0.00,0.00
789,B,直接访问,女,39,1,2025-06-26,1,327.87,18.13
797,A,短信/邮件营销,男,30,2,2025-06-06,0,0.00,0.00
799,A,信息流广告,男,23,3,2025-06-04,0,0.00,0.00
800,B,自然搜索,女,25,3,2025-07-15,0,0.00,0.00
804,B,直接访问,女,31,1,2025-07-31,0,0.00,0.00
808,A,短信/邮件营销,男,23,2,2025-07-12,0,0.00,0.00
813,B,社交媒体,男,18,3,2025-07-20,0,0.00,0.00
815,B,自然搜索,女,31,1,2025-06-06,0,0.00,0.00
821,B,自然搜索,男,26,2,2025-07-21,0,0.00,0.00
828,B,短信/邮件营销,男,32,3,2025-07-30,0,0.00,0.00
829,A,自然搜索,男,60,1,2025-06-26,0,0.00,0.00
830,A,直接访问,女,27,4,2025-06-22,0,0.00,0.00
834,B,短信/邮件营销,女,24,4,2025-07-11,0,0.00,0.00
836,A,自然搜索,女,43,2,2025-06-26,0,0.00,0.00
838,B,自然搜索,女,37,3,2025-06-14,0,0.00,0.00
839,A,社交媒体,男,42,3,2025-06-27,0,0.00,0.00
842,A,直接访问,女,18,2,2025-06-29,0,0.00,0.00
849,A,直接访问,男,43,2,2025-07-28,0,0.00,0.00
852,A,信息流广告,男,61,4,2025-06-25,0,0.00,0.00
853,A,信息流广告,男,37,3,2025-06-25,0,0.00,0.00
855,A,自然搜索,女,44,4,2025-07-02,0,0.00,0.00
856,B,直接访问,女,27,4,2025-07-11,0,0.00,0.00
857,B,信息流广告,男,34,2,2025-06-21,0,0.00,0.00
859,B,社交媒体,女,34,3,2025-06-21,0,0.00,0.00
864,B,短信/邮件营销,男,19,3,2025-06-14,0,0.00,0.00
871,B,信息流广告,男,38,1,2025-06-02,0,0.00,0.00
873,A,自然搜索,女,32,1,2025-06-05,0,0.00,0.00
874,A,信息流广告,男,34,2,2025-06-10,0,0.00,0.00
877,A,自然搜索,女,44,4,2025-06-14,0,0.00,0.00
879,A,自然搜索,女,55,2,2025-07-29,0,0.00,0.00
882,B,自然搜索,男,60,3,2025-07-07,0,0.00,0.00
884,B,直接访问,女,21,2,2025-07-13,0,0.00,0.00
888,B,短信/邮件营销,女,18,3,2025-06-02,0,0.00,0.00
891,A,信息流广告,男,40,2,2025-06-02,0,0.00,0.00
895,B,直接访问,男,55,3,2025-07-07,0,0.00,0.00
896,B,社交媒体,女,29,2,2025-07-12,0,0.00,0.00
903,B,信息流广告,男,44,3,2025-07-06,0,0.00,0.00
904,B,社交媒体,男,27,1,2025-06-28,0,0.00,0.00
916,B,信息流广告,男,31,3,2025-07-01,0,0.00,0.00
919,A,信息流广告,男,51,3,2025-06-30,0,0.00,0.00
921,A,自然搜索,女,36,1,2025-07-17,0,0.00,0.00
925,B,短信/邮件营销,女,27,3,2025-06-05,0,0.00,0.00
926,B,信息流广告,男,37,2,2025-07-15,0,0.00,0.00
930,A,自然搜索,女,35,1,2025-06-07,0,0.00,0.00
931,B,社交媒体,女,20,2,2025-06-12,0,0.00,0.00
932,A,自然搜索,女,41,4,2025-06-08,0,0.00,0.00
934,A,社交媒体,女,47,4,2025-07-02,0,0.00,0.00
935,B,信息流广告,男,24,1,2025-07-15,0,0.00,0.00
943,A,社交媒体,男,35,1,2025-07-02,0,0.00,0.00
944,B,信息流广告,女,32,1,2025-07-20,0,0.00,0.00
945,A,自然搜索,男,35,1,2025-07-11,0,0.00,0.00
949,A,自然搜索,男,43,3,2025-07-29,0,0.00,0.00
950,B,短信/邮件营销,男,18,4,2025-07-20,0,0.00,0.00
951,A,自然搜索,男,36,3,2025-06-22,0,0.00,0.00
953,B,信息流广告,女,30,1,2025-07-14,0,0.00,0.00
956,A,自然搜索,女,36,1,2025-06-14,0,0.00,0.00
958,A,直接访问,男,19,3,2025-06-25,0,0.00,0.00
959,A,信息流广告,男,23,2,2025-06-07,0,0.00,0.00
961,B,社交媒体,女,21,3,2025-07-18,0,0.00,0.00
963,A,自然搜索,女,35,2,2025-06-19,0,0.00,0.00
964,A,社交媒体,女,57,4,2025-07-22,1,81.00,0.00
965,B,信息流广告,女,30,4,2025-07-14,0,0.00,0.00
969,A,信息流广告,男,18,2,2025-06-08,0,0.00,0.00
970,A,短信/邮件营销,男,20,2,2025-06-17,0,0.00,0.00
972,A,社交媒体,男,30,1,2025-06-07,0,0.00,0.00
975,B,社交媒体,女,34,2,2025-07-26,0,0.00,0.00
980,B,自然搜索,男,34,3,2025-06-28,0,0.00,0.00
981,B,自然搜索,男,27,4,2025-07-05,0,0.00,0.00
982,B,社交媒体,女,49,4,2025-06-17,0,0.00,0.00
985,A,自然搜索,男,26,2,2025-06-14,0,0.00,0.00
989,B,短信/邮件营销,男,38,2,2025-07-20,1,1298.23,10.77
990,B,信息流广告,女,21,2,2025-06-24,0,0.00,0.00
994,B,信息流广告,女,23,3,2025-07-22,0,0.00,0.00
999,B,信息流广告,女,21,3,2025-06-27,0,0.00,0.00
1003,B,社交媒体,女,30,3,2025-06-17,0,0.00,0.00
1005,A,直接访问,女,29,2,2025-06-14,1,204.00,0.00
1006,B,信息流广告,女,46,1,2025-06-06,0,0.00,0.00
1009,A,自然搜索,男,24,2,2025-06-21,0,0.00,0.00
1012,A,直接访问,男,21,1,2025-07-20,0,0.00,0.00
1013,B,短信/邮件营销,男,26,1,2025-06-09,0,0.00,0.00
1014,B,短信/邮件营销,男,46,2,2025-06-16,0,0.00,0.00
1016,B,社交媒体,男,23,3,2025-07-07,0,0.00,0.00
1018,B,社交媒体,女,46,2,2025-06-28,0,0.00,0.00
1019,A,自然搜索,女,44,2,2025-07-12,0,0.00,0.00
1021,A,信息流广告,女,22,1,2025-06-07,0,0.00,0.00
1023,B,短信/邮件营销,男,29,4,2025-07-10,0,0.00,0.00
1027,A,自然搜索,女,52,2,2025-07-29,0,0.00,0.00
1028,A,信息流广告,女,20,3,2025-06-15,0,0.00,0.00
1038,B,信息流广告,女,26,1,2025-06-16,0,0.00,0.00
1039,B,信息流广告,男,40,2,2025-07-03,0,0.00,0.00
1042,A,短信/邮件营销,男,50,3,2025-07-24,0,0.00,0.00
1046,A,信息流广告,女,34,2,2025-06-24,0,0.00,0.00
1050,A,信息流广告,女,57,3,2025-06-28,0,0.00,0.00
1053,A,自然搜索,女,43,1,2025-06-19,1,101.00,0.00
1057,B,社交媒体,男,36,2,2025-06-17,0,0.00,0.00
1060,A,信息流广告,女,20,1,2025-07-28,0,0.00,0.00
1061,A,信息流广告,男,45,2,2025-06-11,0,0.00,0.00
1062,B,自然搜索,男,41,1,2025-07-26,0,0.00,0.00
1069,A,自然搜索,男,25,4,2025-07-14,0,0.00,0.00
1070,A,直接访问,女,22,3,2025-06-17,0,0.00,0.00
1071,A,直接访问,男,55,2,2025-06-14,0,0.00,0.00
1075,B,自然搜索,男,21,4,2025-06-17,0,0.00,0.00
1078,A,自然搜索,女,31,2,2025-06-07,0,0.00,0.00
1082,B,自然搜索,男,54,4,2025-06-10,0,0.00,0.00
1084,A,直接访问,女,34,2,2025-07-18,0,0.00,0.00
1085,A,信息流广告,男,38,3,2025-07-24,0,0.00,0.00
1095,A,短信/邮件营销,男,18,1,2025-07-02,0,0.00,0.00
1097,A,信息流广告,女,32,4,2025-06-24,0,0.00,0.00
1103,A,自然搜索,女,57,1,2025-06-04,0,0.00,0.00
1105,B,信息流广告,男,18,2,2025-06-08,0,0.00,0.00
1110,B,短信/邮件营销,男,32,1,2025-06-28,0,0.00,0.00
1113,B,信息流广告,女,49,3,2025-07-31,0,0.00,0.00
1120,B,信息流广告,女,42,2,2025-06-16,0,0.00,0.00
1121,A,社交媒体,女,43,4,2025-07-15,0,0.00,0.00
1122,B,社交媒体,男,22,1,2025-06-12,0,0.00,0.00
1126,B,信息流广告,男,42,2,2025-07-23,0,0.00,0.00
1128,B,短信/邮件营销,女,42,3,2025-06-26,0,0.00,0.00
1134,A,信息流广告,男,18,4,2025-06-02,0,0.00,0.00
1138,A,信息流广告,男,55,4,2025-06-10,0,0.00,0.00
1139,A,自然搜索,男,18,2,2025-06-14,1,278.00,0.00
1144,A,直接访问,男,21,3,2025-07-18,0,0.00,0.00
1147,A,直接访问,男,30,2,2025-07-11,1,290.00,0.00
1149,B,信息流广告,女,19,1,2025-06-05,0,0.00,0.00
1150,B,社交媒体,女,33,2,2025-07-26,0,0.00,0.00
1157,A,信息流广告,女,20,2,2025-06-26,0,0.00,0.00
1163,A,信息流广告,男,21,4,2025-07-20,0,0.00,0.00
1166,B,自然搜索,女,27,2,2025-07-06,0,0.00,0.00
1176,B,短信/邮件营销,男,18,1,2025-06-29,0,0.00,0.00
1177,A,社交媒体,女,24,3,2025-06-12,1,171.00,0.00
1180,B,短信/邮件营销,女,37,4,2025-07-16,0,0.00,0.00
1181,B,直接访问,女,19,3,2025-06-07,0,0.00,0.00
1192,B,信息流广告,女,20,2,2025-07-29,0,0.00,0.00
1195,A,信息流广告,女,33,3,2025-07-09,1,100.00,0.00
1199,A,自然搜索,男,18,1,2025-06-25,0,0.00,0.00
1200,B,自然搜索,女,21,2,2025-06-14,0,0.00,0.00
1201,B,直接访问,女,20,1,2025-06-02,0,0.00,0.00
